epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1727.38,0.67417,0.44333,1.07984,0.94729,0.95726,0.97287,0.79257,0.78245,0.36477,1.09792,0.000143992,0.000143992,0.000143992
184,1776.19,0.67622,0.45089,1.08568,0.94713,0.95652,0.97304,0.79174,0.78202,0.365,1.09915,0.000140259,0.000140259,0.000140259
185,1820.07,0.67237,0.44291,1.08165,0.9468,0.95543,0.97385,0.7915,0.78272,0.36484,1.10119,0.000136568,0.000136568,0.000136568
186,1863.89,0.67258,0.44642,1.08095,0.94243,0.96078,0.97361,0.78979,0.78452,0.36589,1.10219,0.000132919,0.000132919,0.000132919
187,1907.62,0.66772,0.44657,1.08227,0.94069,0.96196,0.97336,0.79004,0.78322,0.3663,1.10109,0.000129313,0.000129313,0.000129313
188,1951.85,0.66832,0.43762,1.08003,0.94189,0.96196,0.97254,0.79189,0.78081,0.36544,1.099,0.000125751,0.000125751,0.000125751
189,1995.71,0.66439,0.43347,1.07341,0.94329,0.95816,0.97202,0.79033,0.78157,0.36566,1.09927,0.000122232,0.000122232,0.000122232
190,2039.45,0.65427,0.42873,1.07421,0.94131,0.95888,0.97143,0.79042,0.78194,0.36617,1.09946,0.000118758,0.000118758,0.000118758
191,2084.17,0.6529,0.43202,1.07312,0.94259,0.9587,0.97117,0.78999,0.7819,0.36651,1.0997,0.000115328,0.000115328,0.000115328
192,2128.19,0.66665,0.44278,1.07686,0.94387,0.95761,0.97167,0.79017,0.7831,0.36677,1.10157,0.000111945,0.000111945,0.000111945
193,2172.27,0.65092,0.42774,1.06749,0.94257,0.9587,0.97169,0.79048,0.78445,0.36562,1.10333,0.000108607,0.000108607,0.000108607
194,2217.15,0.65433,0.42833,1.06539,0.94226,0.9579,0.97237,0.79008,0.78572,0.36484,1.10407,0.000105316,0.000105316,0.000105316
195,2261.64,0.66479,0.43331,1.07223,0.94353,0.95978,0.97268,0.78963,0.78544,0.3645,1.10446,0.000102073,0.000102073,0.000102073
196,2306.19,0.66142,0.43705,1.07411,0.94235,0.96087,0.97314,0.7889,0.78511,0.36553,1.10432,9.88768e-05,9.88768e-05,9.88768e-05
197,2350.22,0.64175,0.41965,1.06703,0.94042,0.96075,0.97373,0.78896,0.78596,0.36631,1.10586,9.57289e-05,9.57289e-05,9.57289e-05
198,2397.56,0.64112,0.41496,1.05589,0.94191,0.95978,0.9739,0.78941,0.78494,0.36641,1.10634,9.26298e-05,9.26298e-05,9.26298e-05
199,2456.54,0.66047,0.43617,1.07585,0.94216,0.95978,0.97345,0.78848,0.78519,0.36603,1.10756,8.95798e-05,8.95798e-05,8.95798e-05
200,2506.09,0.64857,0.43101,1.06943,0.94133,0.95978,0.97405,0.78863,0.78572,0.3657,1.10749,8.65795e-05,8.65795e-05,8.65795e-05
201,2550.13,0.63984,0.42675,1.063,0.94129,0.96087,0.97422,0.7884,0.78706,0.3652,1.10868,8.36293e-05,8.36293e-05,8.36293e-05
202,2594.56,0.64046,0.41386,1.06187,0.94027,0.95813,0.97431,0.78757,0.78599,0.36511,1.10885,8.07297e-05,8.07297e-05,8.07297e-05
203,2638.84,0.63246,0.41289,1.05731,0.94021,0.9572,0.97447,0.7869,0.7872,0.36622,1.10951,7.78811e-05,7.78811e-05,7.78811e-05
204,2682.84,0.64045,0.42326,1.0665,0.94055,0.95761,0.97452,0.78659,0.78657,0.36671,1.10841,7.5084e-05,7.5084e-05,7.5084e-05
205,2726.92,0.6383,0.42341,1.05942,0.94033,0.95761,0.97499,0.78743,0.78566,0.36634,1.10838,7.23389e-05,7.23389e-05,7.23389e-05
206,2771.41,0.66115,0.43629,1.07485,0.94021,0.95721,0.97478,0.78766,0.78522,0.36662,1.10848,6.96461e-05,6.96461e-05,6.96461e-05
207,2815.76,0.631,0.41995,1.05589,0.94035,0.9595,0.9742,0.78671,0.7848,0.3682,1.10788,6.70062e-05,6.70062e-05,6.70062e-05
208,2860.11,0.64085,0.42209,1.0649,0.94034,0.95941,0.97431,0.78811,0.78454,0.36883,1.10726,6.44194e-05,6.44194e-05,6.44194e-05
209,2904.44,0.63911,0.41989,1.06344,0.93888,0.95978,0.97364,0.78811,0.78447,0.36909,1.1071,6.18863e-05,6.18863e-05,6.18863e-05
210,2948.53,0.64078,0.41781,1.06571,0.93819,0.95683,0.97332,0.78821,0.78418,0.3687,1.1072,5.94072e-05,5.94072e-05,5.94072e-05
211,2993.64,0.63808,0.42072,1.06429,0.93825,0.95787,0.97271,0.78723,0.7832,0.36963,1.107,5.69826e-05,5.69826e-05,5.69826e-05
212,3038.14,0.63099,0.41113,1.06175,0.93825,0.95791,0.97197,0.78602,0.78391,0.3692,1.10767,5.46127e-05,5.46127e-05,5.46127e-05
213,3082.48,0.63565,0.42036,1.0605,0.93832,0.95652,0.97197,0.78615,0.78347,0.37014,1.10727,5.2298e-05,5.2298e-05,5.2298e-05
214,3127.38,0.62256,0.40933,1.06264,0.93709,0.95761,0.9727,0.78717,0.78285,0.37029,1.10733,5.00388e-05,5.00388e-05,5.00388e-05
